,Name,Age,Class/Dept,Ticket,Embarked,Job
285,"BRICOUX, Mr Roger Marie",20,2nd Class PassengerMusician,250654 ,Southampton,Musician                             
286,"BRIDAN, Mr William",33,Engineering Crew, ,Belfast,Fireman                             
287,"BRIDE, Mr Harold Sydney",22,Victualling Crew, ,Belfast,Assistant Telegraphist                             
288,"BRIGHT, Mr Arthur John",42,Deck Crew, ,Belfast,Quartermaster                             
289,"BRISTOW, Mr Robert Charles",31,Victualling Crew, ,Southampton,Steward                             
290,"BRISTOW, Mr Harry",33,Victualling Crew, ,Southampton,Saloon Steward                             
291,"BRITO, Mr José Joaquim de",32,2nd Class Passenger,244360£13                             ,Southampton,                             
292,"BROBECK, Mr Karl Rudolf",22,3rd Class Passenger,350045£7               15s               11d,Southampton,Farm Labourer                             
293,"BROCKLEBANK, Mr William Alfred",35,3rd Class Passenger,364512£8               1s               ,Southampton,Groom                             
294,"BROOKMAN, Mr John",27,Victualling Crew, ,Southampton,Steward                             
295,"BROOKS, Mr J.",25,Engineering Crew, ,Southampton,Trimmer                             
296,"BROOM, Mr Herbert George",33,Victualling Crew, ,Belfast,Bath Steward                             
297,"BROOME, Mr Athol Frederick",30,Victualling Crew, ,Southampton,Verandah Steward                             
298,"BROWN, Mrs Caroline Lane",59,1st Class Passenger,11769£51               9s               7d,Southampton,                             
299,"BROWN, Mrs Margaret ",44,1st Class Passenger,17610£27               14s               5d,Cherbourg,                             
300,"BROWN, Miss Amelia Mary ",18,2nd Class PassengerServant,248733£13                             ,Southampton,Cook (Personal)                             
301,"BROWN, Mr Thomas William Solomon",60,2nd Class Passenger,29750£39                             ,Southampton,Hotelier                             
302,"BROWN, Mrs Elizabeth Catherine",40,2nd Class Passenger,29750£39                             ,Southampton,                             
303,"BROWN, Miss Edith Eileen",15,2nd Class Passenger,29750£39                             ,Southampton,Scholar                             
304,"BROWN, Mr John",25,Engineering Crew, ,Southampton,Fireman                             
305,"BROWN, Mr Joseph James",25,Engineering Crew, ,Southampton,Fireman                             
306,"BROWN, Mr Edward",34,Victualling Crew, ,Belfast,Saloon Steward                             
307,"BROWN, Mr Walter James",28,Victualling Crew, ,Belfast,Saloon Steward                             
308,"BROWNE, Rev Francis M.",31,1st Class PassengerCross Channel Passenger,37-A£24                             ,Southampton,                             
309,"BRYAN, Mr John",22,Engineering Crew, ,Belfast,Trimmer                             
310,"BRYHL, Mr Kurt Arnold Gottfrid",25,2nd Class Passenger,236853£26                             ,Southampton,                             
311,"BRYHL, Miss Dagmar Jenny Ingeborg",20,2nd Class Passenger,236853£26                             ,Southampton,                             
312,"BUCKLEY, Mr Daniel",21,3rd Class Passenger,330920£7               15s               17d,Queenstown,Farm Labourer                             
313,"BUCKLEY, Miss Katherine",22,3rd Class Passenger,329944£7               5s               8d,Queenstown,                             
314,"BUCKLEY, Mr H. E.",34,Victualling Crew, ,Southampton,Assistant Vegetable Cook                             
315,"BUCKNELL, Mrs Emma Eliza",59,1st Class Passenger,11813£76               5s               10d,Cherbourg,                             
316,"BULEY, Mr Edward John",26,Deck Crew, ,Southampton,Able Seaman                             
317,"BULL, Mr W.",30,Victualling Crew, ,Southampton,Scullion                             
318,"BULLEY, Mr Henry Ashburnham",21,Victualling Crew, ,Southampton,Boots Steward (2nd class)                             
319,"BUNNELL, Mr Wilfred James",20,Victualling Crew, ,Belfast,Plate Steward                             
320,"BURGESS, Mr Charles Reginald",18,Victualling Crew, ,Southampton,Extra 3rd. Baker                             
321,"BURKE, Mr Jeremiah",19,3rd Class Passenger,365222£6               15s               ,Queenstown,Farm Labourer                             
322,"BURKE, Mr Richard Edward",30,Victualling Crew, ,Belfast,Lounge Steward                             
323,"BURKE, Mr William",31,Victualling Crew, ,Belfast,Saloon Steward                             
324,"BURNESS, Mr Frank",43,Engineering Crew, ,Belfast,Fireman                             
325,"BURNS, Miss Elizabeth Margaret",41,1st Class PassengerServant,16966£134               10s               ,Cherbourg,Nursemaid                             
326,"BURNS, Miss Mary Delia",17,3rd Class Passenger,330963£7               17s               7d,Queenstown,                             
327,"BURNS, Mr William",38,Engineering Crew, ,Belfast,Greaser                             
328,"BURNS, Mr John",32,Deck Crew, ,Belfast,Able Seaman                             
329,"BURR, Mr Ewart Sydenham",29,Victualling Crew, ,Southampton,Saloon Steward                             
330,"BURRAGE, Mr Arthur Victor Edwards",20,Victualling Crew, ,Southampton,Plate Steward                             
331,"BURROUGHS, Mr Arthur Peckham",35,Engineering Crew, ,Southampton,Fireman                             
332,"BURTON, Mr Edward John",32,Engineering Crew, ,Southampton,Fireman                             
333,"BUSS, Miss Kate",36,2nd Class Passenger,27849£13                             ,Southampton,                             
334,"BUTLER, Mr Reginald Fenton",25,2nd Class Passenger,234686£13                             ,Southampton,Mechanical Engineer                             
335,"BUTT, Major Archibald Willingham",46,1st Class Passenger,113050£26               11s               ,Southampton,Military                             
336,"BUTT, Mr William John",30,Engineering Crew, ,Southampton,Fireman                             
337,"BUTT, Mr Robert Henry",21,Victualling Crew, ,Southampton,Saloon Steward                             
338,"BUTTERWORTH, Mr John",23,Victualling Crew, ,Southampton,Saloon Steward                             
339,"BYLES, Fr Thomas Roussel Davids",42,2nd Class Passenger,244310£13                             ,Southampton,Priest / Minister                             
340,"BYRNE, Mr J. E.",38,Victualling Crew, ,Southampton,Bed Room Steward                             
341,"BYSTRöM, Mrs Karolina",40,2nd Class Passenger,236852£13                             ,Southampton,                             
342,"CACIC, Mr Jego Grga",18,3rd Class Passenger,315091£8               13s               3d,Southampton,Farmer                             
343,"CACIC, Mr Luka",38,3rd Class Passenger,315089£8               13s               3d,Southampton,Farmer                             
344,"CACIC, Miss Marija",30,3rd Class Passenger,315084£8               13s               3d,Southampton,Farm Labourer                             
345,"CACIC, Miss Manda",21,3rd Class Passenger,315087£8               13s               3d,Southampton,Farm Labourer                             
346,"CAIRNES, Mr Robert",50,Engineering Crew, ,Belfast,Fireman                             
347,"CAIRNS, Mr Alexander Milne",28,1st Class PassengerServant,113798£31                             ,Southampton,Servant                             
348,"CALDERHEAD, Mr Edward Pennington",42,1st Class Passenger,17476£26               5s               9d,Southampton,                             
349,"CALDERWOOD, Mr Hugh",30,Engineering Crew, ,Belfast,Trimmer                             
350,"CALDWELL, Mr Albert Francis",26,2nd Class Passenger,248738£29                             ,Southampton,                             
351,"CALDWELL, Mrs Sylvia Mae",28,2nd Class Passenger,248738£29                             ,Southampton,                             
352,"CALDWELL, Master Alden Gates",10m,2nd Class Passenger,248738£29                             ,Southampton,                             
353,"CALIC, Mr Petar",17,3rd Class Passenger,315086£8               13s               3d,Southampton,Farm Labourer                             
354,"CALIC, Mr Jovo",17,3rd Class Passenger,315093£8               13s               3d,Southampton,                             
355,"CAMERON, Miss Clear Annie",35,2nd Class Passenger,13528£21                             ,Southampton,Personal Maid                             
356,"CAMPBELL, Mr William Henry",21,2nd Class PassengerH&W Guarantee Group,239853 ,Belfast,                             
357,"CAMPBELL, Mr Donald S.",25,Victualling Crew, ,Southampton,3rd Class Clerk                             
358,"CANAVAN, Miss Mary",22,3rd Class Passenger,364846£7               15s               ,Queenstown,                             
359,"CANAVAN, Mr Patrick",21,3rd Class Passenger,364858£7               15s               ,Queenstown,General Labourer                             
360,"CANDEE, Mrs Helen Churchill",52,1st Class Passenger,17606£27               8s               11d,Cherbourg,                             
361,"CANN, Mr Ernest Charles",21,3rd Class Passenger,2152£8               1s               ,Southampton,Miner                             
